,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type
3002,Chrysler,200 C,2015,170000,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$5,995",295.0,3.6,V6
3003,Ford,F-150 XLT SuperCab,2010,232000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$3,000",292.0,4.6,V8
3004,MINI,Cooper S Base,2006,95000,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,–,None reported,Yes,"$12,500",168.0,1.6,I4
3005,Toyota,Venza XLE,2013,103466,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$14,200",268.0,3.5,V6
3006,Toyota,Camry Hybrid Base,2011,133121,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,White,At least 1 accident or damage reported,Yes,"$7,900",147.0,2.4,I4
3007,Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Brown,Gray,None reported,Yes,"$14,500",320.0,5.3,V8
3008,Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,not defined,No,"$37,500",577.0,5.5,V8
3009,Ford,Shelby GT500 Base,2021,568,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,Yes,"$90,788",760.0,5.2,V8
3010,Lexus,RX 300 4WD,1999,249083,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,"$3,500",220.0,3.0,V6
3011,Porsche,Macan S,2015,80300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,"$23,999",340.0,3.0,V6
3012,Ford,F-150 XLT SuperCab,2004,187000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,"$6,299",300.0,5.4,V8
3013,Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$6,500",169.0,2.5,I4
3014,GMC,Sierra 2500 AT4,2022,22600,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,not defined,No,"$76,740",401.0,6.6,V8
3015,BMW,X5 xDrive40i,2020,37000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$50,000",335.0,3.0,I6
3016,Porsche,Taycan Base,2022,9728,not defined,375.0HP Electric Motor Electric Fuel System,Automatic,White,Beige,None reported,Yes,"$89,000",375.0,4.4,V8
3017,Lexus,GX 470 Base,2006,152000,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,"$13,995",263.0,4.7,V8
3018,Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,"$30,500",380.0,5.4,V8
3019,Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,Yes,"$17,599",178.0,1.8,I4
3020,GMC,Acadia Denali,2021,47907,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,"$38,436",310.0,3.6,V6
3021,Mercedes-Benz,Metris Base,2016,17340,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$29,000",208.0,2.0,I4
3022,Cadillac,DeVille Base,1994,85000,not defined,–,Automatic,White,Blue,None reported,Yes,"$7,900",250.0,4.6,V8
3023,Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Beige,None reported,Yes,"$8,999",310.0,5.4,V8
3024,Chevrolet,Monte Carlo SS,2000,74000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,–,None reported,Yes,"$4,700",200.0,3.8,V6
3025,RAM,1500 Big Horn,2015,140500,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,"$14,000",395.0,5.7,V8
3026,Jeep,Commander Base,2006,212500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$6,500",210.0,3.7,V6
3027,Lexus,IS-F Base,2010,77400,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,At least 1 accident or damage reported,Yes,"$34,500",416.0,5.0,V8
3028,Ford,Utility Police Interceptor Base,2017,118000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$15,000",365.0,3.5,V6
3029,Porsche,Carrera GT Base,2005,4400,Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$1,599,000",605.0,5.7,V10
3030,Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$24,500",420.0,6.2,V8
3031,Tesla,Model Y Performance,2020,39000,not defined,455.0HP Electric Motor Electric Fuel System,Automatic,Silver,Black,None reported,Yes,"$43,000",455.0,0.0,Electric
3032,Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Red,Gray,None reported,Yes,"$7,200",295.0,5.3,V8
3033,Ford,F-150 Lariat,2021,33080,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$47,850",325.0,2.7,V6
3034,Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,No,"$46,479",221.0,2.0,I4
3035,Jeep,Wrangler Sport,2016,41000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$25,000",285.0,3.6,V6
3036,Nissan,350Z Touring,2004,110897,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Orange,At least 1 accident or damage reported,Yes,"$11,500",287.0,3.5,V6
3037,Chevrolet,Corvette Z06,2016,49000,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Orange,–,None reported,Yes,"$75,000",650.0,6.2,V8
3038,Pontiac,Solstice GXP,2007,47000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$13,300",260.0,2.0,I4
3039,Hyundai,Sonata SE,2018,57690,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,900",185.0,2.4,I4
3040,Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,6.2L V8 32V MPFI DOHC,Automatic,Iridium Silver Metallic,Red,None reported,Yes,"$226,000",563.0,6.2,V8
3041,Lincoln,Navigator Reserve,2018,54000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Orange,At least 1 accident or damage reported,Yes,"$46,500",450.0,3.5,V6
3042,Nissan,Maxima SL,2007,101600,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$6,700",255.0,3.5,V6
3043,Ford,Ranger XLT,2021,89000,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$34,000",270.0,2.3,I4
3044,Tesla,Model 3 Long Range,2021,18000,not defined,Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$42,500",346.0,0.0,Electric
3045,Jaguar,XE 35t Premium,2017,55000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$25,000",340.0,3.0,V6
3046,Lincoln,MKZ Reserve,2017,71964,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$18,750",240.0,2.0,I4
3047,Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$50,000",420.0,6.2,V8
3048,Ford,Fusion SE,2012,160000,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,Yes,"$4,500",240.0,3.0,V6
3049,Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$12,000",302.0,3.5,V6
3050,Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,"$17,000",285.0,3.6,V6
3051,Cadillac,DeVille Base,1994,47000,not defined,–,Automatic,White,Blue,None reported,Yes,"$5,990",250.0,4.6,V8
3052,Jeep,Wrangler Sport,2010,149460,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$10,700",202.0,3.8,V6
3053,Jeep,Wrangler Sport,2011,109646,Gasoline,3.8L V6 12V MPFI OHV,Automatic,Mango Tango Pearlcoat,Black,None reported,No,"$16,998",190.0,3.8,V6
3054,Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,No,"$27,698",290.0,3.5,V6
3055,Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$17,000",147.0,1.4,I4
3056,Chevrolet,Camaro Z28,2002,48000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$21,999",310.0,5.7,V8
3057,Chevrolet,Corvette Z06,2016,41500,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,"$66,000",650.0,6.2,V8
3058,Porsche,Cayman R,2012,54000,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$75,000",330.0,3.4,Flat 6
3059,Porsche,Cayenne Base,2018,70455,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$45,855",300.0,3.6,V6
3060,Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$21,499",152.0,2.0,I4
3061,BMW,750 Li,2007,114528,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$9,000",360.0,4.8,V8
3062,Jeep,Wrangler Sahara,2013,111850,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$26,500",285.0,3.6,V6
3063,GMC,Sierra 2500 AT4,2020,52673,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,None reported,Yes,"$69,500",445.0,6.6,V8
3064,BMW,X3 M AWD,2021,31500,Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$54,500",473.0,3.0,Straight 6
3065,BMW,335 i,2011,73000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Beige,None reported,Yes,"$16,000",300.0,3.0,I6
3066,Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$35,900",285.0,3.6,V6
3067,Toyota,Corolla S Plus,2016,68364,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$16,000",132.0,1.8,I4
3068,Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$29,000",340.0,3.0,V6
3069,Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$62,000",362.0,3.0,I6
3070,Ford,Fusion Hybrid Base,2012,158366,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$8,250",191.0,2.5,I4
3071,BMW,X1 xDrive 28i,2017,49700,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$26,000",228.0,2.0,I4
3072,GMC,Terrain SLE,2010,81500,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Gray,None reported,Yes,"$12,250",182.0,2.4,I4
3073,BMW,i3 120Ah w/Range Extender,2019,16975,not defined,170.0HP 0.65L Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$26,990",170.0,0.6,Electric
3074,Porsche,911 GT3,2018,5989,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v",Manual,GT SILVER,BLACK,None reported,No,"$209,000",502.0,4.0,H6
3075,Ford,Mustang SVT Cobra,2003,16100,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Beige,None reported,Yes,"$35,500",390.0,4.6,V8
3076,Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$67,500",518.0,5.0,V8
3077,RAM,2500 Big Horn,2016,89500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$35,000",410.0,6.4,I6
3078,Ford,E250 Cargo,2013,87501,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$17,777",225.0,4.6,V8
3079,MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$28,900",189.0,2.0,I4
3080,RAM,1500 Classic Tradesman,2019,12466,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,"$28,995",395.0,5.7,V8
3081,Volvo,C70 T5,2011,199000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Beige,At least 1 accident or damage reported,Yes,"$5,500",227.0,2.5,I5
3082,Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,"$22,999",510.0,5.5,V12
3083,Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Beige,None reported,Yes,"$29,500",208.0,2.5,I4
3084,GMC,Acadia SLE-2,2016,100795,Gasoline,3.6L V6 24V GDI DOHC,Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,"$12,995",310.0,3.6,V6
3085,Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,"$17,816",305.0,3.6,V6
3086,Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Metallic,Global Black,not defined,No,"$38,633",293.0,3.6,V6
3087,Jeep,Liberty Sport,2003,103000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$5,200",210.0,3.7,V6
3088,Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$7,000",300.0,4.2,V8
3089,Honda,Civic Sport,2020,23131,Gasoline,2.0L I4 16V MPFI DOHC,Automatic,Crystal Black Pearl,Black,At least 1 accident or damage reported,No,"$23,739",158.0,2.0,I4
3090,Subaru,Outback 2.5i Premium,2019,77000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,"$18,749",175.0,2.5,I4
3091,Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$76,000",380.0,3.0,V6
3092,Tesla,Model Y Long Range,2022,500,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$45,900",425.0,0.0,Electric
3093,Lexus,ES 350 Base,2019,49810,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,"$33,900",302.0,3.5,V6
3094,Honda,CR-V Touring,2022,20229,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic,Black,Black,None reported,No,"$36,727",190.0,1.5,I4
3095,Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$75,000",505.0,2.9,V6
3096,BMW,330 i,2005,59300,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$30,900",225.0,3.0,I4
3097,Maybach,Type 57 Base,2004,34254,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Brown,–,None reported,Yes,"$64,250",543.0,5.5,V12
3098,Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,No,"$37,998",203.0,2.5,I4
3099,Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$22,000",161.0,2.1,V6
3100,Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$13,999",302.0,3.5,V6
3101,Dodge,Dakota Sport,1997,285000,Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$6,399",230.0,5.2,V8
3102,RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,No,"$25,307",395.0,3.6,V6
3103,Mazda,CX-9 Touring,2016,127131,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,–,At least 1 accident or damage reported,Yes,"$16,770",227.0,2.5,I4
3104,Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$179,900",580.0,3.8,H6
3105,BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,"$38,400",248.0,2.0,I4
3106,Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,None reported,Yes,"$18,900",290.0,3.6,V6
3107,BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,White,Brown,At least 1 accident or damage reported,Yes,"$71,200",335.0,3.0,I6
3108,Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,"$32,999",429.0,4.7,V8
3109,Bentley,Continental GT W12,2016,61160,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$98,000",582.0,6.0,V12
3110,Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$15,900",190.0,4.0,Straight 6
3111,Tesla,Model S 100D,2017,38957,not defined,Electric Motor Electric Fuel System,Automatic,Silver,Beige,None reported,Yes,"$46,750",518.0,0.0,Electric
3112,Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$16,500",170.0,1.8,I4
3113,Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,No,"$39,860",285.0,2.0,I4
3114,Kia,Sorento SXL,2017,108559,Gasoline,3.3L V6 24V GDI DOHC,Automatic,Titanium Silver,Satin Black,None reported,No,"$15,998",290.0,3.3,V6
3115,Lexus,LS 430 Base,2006,192000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$7,390",278.0,4.3,V8
3116,Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$15,500",302.0,3.5,V6
3117,Tesla,Model X 75D,2016,52000,not defined,518.0HP Electric Motor Electric Fuel System,Automatic,Black,Beige,None reported,Yes,"$52,000",518.0,0.0,Electric
3118,RAM,1500 Rebel,2020,57300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$43,500",395.0,5.7,V8
3119,MINI,Cooper Base,2008,104500,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$4,100",118.0,1.6,I4
3120,Jeep,Cherokee Sport,1996,170552,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,"$6,500",190.0,4.0,Straight 6
3121,Ford,Mustang GT Premium,2013,18000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$29,000",412.0,5.0,V8
3122,Lincoln,Navigator Reserve,2019,39000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$51,999",450.0,3.5,V6
3123,Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$45,000",285.0,3.6,V6
3124,Porsche,Cayman GT4,2016,15168,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,"$115,000",385.0,3.8,Flat 6
3125,Honda,Civic EX,2012,167506,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,–,None reported,Yes,"$6,500",140.0,1.8,I4
3126,Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$13,000",290.0,3.6,V6
3127,Ford,Shelby GT500 Base,2021,19200,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$82,950",760.0,5.2,V8
3128,Land,Rover Defender SE,2022,46000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Green,Beige,None reported,Yes,"$75,000",395.0,3.0,I6
3129,Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$7,200",242.0,3.7,I5
3130,Kia,Sportage LX,2014,87000,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$8,900",182.0,2.4,I4
3131,GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$24,950",355.0,5.3,V8
3132,Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$36,500",285.0,3.6,V6
3133,Ford,Bronco XLT,1995,195000,not defined,–,Automatic,Blue,Gray,None reported,Yes,"$15,000",270.0,2.3,I4
3134,Tesla,Model S Long Range Plus,2021,10550,not defined,557.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,Yes,"$67,800",557.0,0.0,Electric
3135,Audi,A6 3.0T Prestige,2014,89500,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$18,000",310.0,3.0,V6
3136,Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Red,Black,None reported,Yes,"$37,500",285.0,3.6,V6
3137,Jeep,Wrangler Sport,2010,87250,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,None reported,Yes,"$18,500",202.0,3.8,V6
3138,Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$13,000",200.0,2.0,I4
